1	8	2
1	23	2
1	2	2
1	6	2
1	12	2
1	11	2
1	10	2
1	21	2
1	4	2
1	18	2
1	27	2
1	17	2
1	22	2
1	19	2
1	25	2
1	15	2
1	14	2
1	20	2
1	9	2
1	26	2
2	18	2
2	4	2
2	21	2
2	10	2
2	6	2
2	8	2
2	23	2
2	17	2
2	22	2
2	19	2
2	27	2
2	12	2
2	11	2
2	15	2
2	9	2
2	14	2
2	25	2
2	20	2
2	26	2
3	7	2
4	8	2
4	23	2
4	6	2
4	27	2
4	12	2
4	11	2
4	10	2
4	21	2
4	17	2
4	22	2
4	19	2
4	25	2
4	15	2
4	14	2
4	20	2
4	9	2
4	26	2
4	18	2
5	13	2
5	16	2
5	24	2
6	8	2
6	23	2
6	17	2
6	22	2
6	19	2
6	27	2
6	12	2
6	11	2
6	10	2
6	21	2
6	18	2
6	15	2
6	9	2
6	14	2
6	20	2
6	25	2
6	26	2
8	23	2
8	17	2
8	22	2
8	19	2
8	27	2
8	12	2
8	11	2
8	10	2
8	21	2
8	18	2
8	15	2
8	9	2
8	14	2
8	20	2
8	25	2
8	26	2
9	26	2
9	20	2
9	25	2
9	23	2
9	15	2
9	14	2
9	17	2
9	22	2
9	19	2
9	27	2
9	12	2
9	11	2
9	10	2
9	21	2
9	18	2
10	23	2
10	27	2
10	12	2
10	11	2
10	21	2
10	18	2
10	17	2
10	22	2
10	19	2
10	15	2
10	25	2
10	14	2
10	20	2
10	26	2
11	23	2
11	12	2
11	21	2
11	18	2
11	27	2
11	17	2
11	22	2
11	19	2
11	15	2
11	14	2
11	20	2
11	25	2
11	26	2
12	23	2
12	21	2
12	18	2
12	17	2
12	27	2
12	22	2
12	19	2
12	15	2
12	14	2
12	20	2
12	25	2
12	26	2
13	16	2
13	24	2
14	18	2
14	15	2
14	26	2
14	20	2
14	25	2
14	23	2
14	17	2
14	22	2
14	19	2
14	27	2
14	21	2
15	20	2
15	25	2
15	23	2
15	17	2
15	22	2
15	19	2
15	27	2
15	21	2
15	18	2
15	26	2
16	24	2
17	23	2
17	22	2
17	19	2
17	27	2
17	21	2
17	18	2
17	20	2
17	25	2
17	26	2
18	23	2
18	25	2
18	27	2
18	21	2
18	22	2
18	19	2
18	20	2
18	26	2
19	23	2
19	22	2
19	27	2
19	21	2
19	20	2
19	25	2
19	26	2
20	23	2
20	22	2
20	27	2
20	21	2
20	25	2
20	26	2
21	25	2
21	23	2
21	27	2
21	22	2
21	26	2
22	23	2
22	27	2
22	25	2
22	26	2
23	27	2
23	25	2
23	26	2
25	27	2
25	26	2
26	27	2
