pmid,title,year,journal,authors,institutions,countries,keywords,doi
42285472,"Clozapine and obsessive-compulsive symptoms: Integrating clinical outcomes, mechanisms, and precision psychiatry approaches.",2026,Progress in neuro-psychopharmacology & biological psychiatry,Gürcan Gamze; Sılay Ravza Zeynep,TOBB University of Economics and Technology,Turkey,Clozapine; Obsessive-compulsive disorder; Obsessive-compulsive symptoms; Schizophrenia,10.1016/j.pnpbp.2026.111783
41528499,Trimesters induced changes in pharmacokinetic parameters of antipsychotics.,2026,Archives of women's mental health,Adhayanti Ida; Robiyanto Robiyanto; Bahar Muh Akbar; Wahyudin Elly,,,Antipsychotic pharmacokinetics; CYP450 enzymes; Dose adjustment; Maternal-fetal safety; Antipsychotic Agents; pharmacokinetics; therapeutic use; Biological Availability; Pregnancy Complications; drug therapy; Pregnancy Trimesters,10.1007/s00737-025-01665-z
41083916,SARS-CoV-2 vaccination and plasma levels of psychotropic agents: a prospective cohort study.,2025,Expert opinion on drug metabolism & toxicology,Ferrea Stefano; Kuzo Nazar; Giupponi Giancarlo; Messina Ester; Raponi Agnese; Paulzen Michael; Hiemke Christoph; Conca Andreas; Schoretsanitis Georgios,The Hofstra Northwell School of Medicine; University Medical Center of Mainz; Alexianer Centre for Mental Health Aachen/Gangelt; Hospital of Psychiatry; The Zucker Hillside Hospital; RWTH Aachen University,United States; Germany; Switzerland; Italy,Psychotropic medications; SARS-CoV-2; inflammatory reactions; pharmacokinetics; psychopharmacology; therapeutic drug monitoring; vaccination; Psychotropic Drugs; blood; administration & dosage; therapeutic use; COVID-19; prevention & control; COVID-19 Vaccines; Mental Disorders; drug therapy; Antipsychotic Agents; C-Reactive Protein; metabolism,10.1080/17425255.2025.2575386
41034820,"Single- and multiple-dose pharmacokinetics, safety, and tolerability of Aripiprazole once-monthly, long-acting intramuscular injection for Chinese adults with schizophrenia.",2025,BMC psychiatry,Dong Fang; Wang Feifei; Yuan Xiaofei; Zhai Yimin; Uki Motomichi; Jiang Tao; Li Anning,Capital Medical University; The National Clinical Research Center for Mental Disorders and Beijing Key Laboratory of Mental Disorders and Beijing Institute for Brain Disorders Center of Schizophrenia,China; Japan,"Aripiprazole; Aripiprazole once-monthly (AOM); Long-acting intramuscular injection; pharmacokinetics; Safety; Schizophrenia; Tolerability; drug therapy; administration & dosage; adverse effects; blood; Antipsychotic Agents; Injections, Intramuscular; Delayed-Action Preparations; Drug Administration Schedule; Dose-Response Relationship, Drug; East Asian People",10.1186/s12888-025-07407-w
40592790,[Determination of six psychotropic drug metabolites in human plasma by LC-MS/MS method].,2025,Zhonghua lao dong wei sheng zhi ye bing za zhi = Zhonghua laodong weisheng zhiyebing zazhi = Chinese journal of industrial hygiene and occupational diseases,Cui Y X; Li H L; Yu Y; Ma J; Zhou B; Dong F,Beijing Chaoyang Hospital,China,"Blood drug concentration; Chromatography, Liquid; Drug poisoning; Psychotropic drug metabolites; Tandem Mass Spectrometry; methods; Psychotropic Drugs; blood; metabolism; Liquid Chromatography-Mass Spectrometry",10.3760/cma.j.cn121094-20240207-00053
39789135,Influence of ABCB1 polymorphisms on aripiprazole and dehydroaripiprazole plasma concentrations.,2025,Scientific reports,Toja-Camba Francisco José; Vidal-Millares María; Durán-Maseda María José; Hermelo-Vidal Gonzalo; Carracedo Ángel; Maroñas Olalla; Ramudo-Cela Luis; Zarra-Ferro Irene; Fernández-Ferreiro Anxo; Mondelo-García Cristina,Carlos III Health Institute; Hospital Pharmacy Research Group; University Clinical Hospital of Santiago de Compostela (SERGAS); Health Research Institute of Santiago de Compostela (IDIS); Foundation of Health Research Institute of Santiago de Compostela (FIDIS); University Clinical Hospital A Coruña (CHUAC); Galician Foundation of Genomic Medicine; University Clinical Hospital of Santiago de Compostela; University of Santiago de Compostela (USC),Spain,"Aripiprazole; Dehydroaripiprazole; P-glycoprotein; Pharmacogenetics; pharmacokinetics; blood; ATP Binding Cassette Transporter, Subfamily B; genetics; Polymorphism, Single Nucleotide; Antipsychotic Agents; Cytochrome P-450 CYP3A; metabolism; Genotype; Cytochrome P-450 CYP2D6; Piperazines; Quinolones",10.1038/s41598-024-84192-8
39324399,Verification of successful maintenance by serum drug level during a guided antipsychotic reduction to reach minimum effective dose (GARMED) trial.,2024,Psychological medicine,Liu Chun-I; Liu Chih-Min; Chiu Huai-Hsuan; Chuang Chia-Chi; Hwang Tzung-Jeng; Hsieh Ming H; Chien Yi-Ling; Lin Yi-Ting; Yen Ko; Liu Chen-Chung,National Taiwan University Hospital; National Taiwan University,Taiwan,Aripiprazole; concentration; dose tapering; minimum effective dose; Schizophrenia; therapeutic drug monitoring,10.1017/S0033291724002356
38761044,Evidence for Therapeutic Drug Monitoring of Atypical Antipsychotics.,2024,Prague medical report,Krejčí Veronika; Murínová Irena; Slanař Ondřej; Šíma Martin,Charles University and General University Hospital in Prague; Masaryk University; Military University Hospital Prague,Czech Republic,Aripiprazole; Olanzapine; Personalised medicine; pharmacokinetics; Quetiapine; Risperidone; Drug Monitoring; methods; Antipsychotic Agents; therapeutic use; Schizophrenia; drug therapy,10.14712/23362936.2024.10
38648661,Retrospective Analysis of Steady-State Sodium Valproate Plasma Concentrations in Chinese Patients With Bipolar Disorder: Impact of Demographic and Clinical Characteristics.,2024,Therapeutic drug monitoring,Qiming Qian; Ping Zheng; Huiqi Li; Leyu Xu; LIren Li; Ming Lei,Clinical Pharmacy Center; Nanfang Hospital,China,"Anticonvulsants; therapeutic use; blood; pharmacokinetics; Antimanic Agents; Antipsychotic Agents; Bipolar Disorder; drug therapy; Dose-Response Relationship, Drug; East Asian People; Valproic Acid",10.1097/FTD.0000000000001199
38258114,Towards Precision Medicine in Clinical Practice: Alinity C vs. UHPLC-MS/MS in Plasma Aripiprazole Determination.,2024,Pharmaceutics,Toja-Camba Francisco José; Bandín-Vilar Enrique; Hermelo-Vidal Gonzalo; Feitosa-Medeiros Carolina; Cañizo-Outeiriño Antonio; Castro-Balado Ana; Varela-Rey Iria; Zarra-Ferro Irene; Fernández-Ferreiro Anxo; Mondelo-García Cristina,Health Research Institute of Santiago de Compostela (IDIS); University Clinical Hospital of Santiago de Compostela (SERGAS); University of Santiago de Compostela,Spain,Alinity C; TDM; UHPLC-MS/MS; Aripiprazole; monitoring,10.3390/pharmaceutics16010104
38018857,Update Lessons from Positron Emission Tomography Imaging Part I: A Systematic Critical Review on Therapeutic Plasma Concentrations of Antipsychotics.,2024,Therapeutic drug monitoring,Hart Xenia M; Spangemacher Moritz; Uchida Hiroyuki; Gründer Gerhard,Keio University School of Medicine; University of Heidelberg,Japan; Germany,Antipsychotic Agents; Olanzapine; therapeutic use; Risperidone; Clozapine; Aripiprazole; Haloperidol; Schizophrenia; drug therapy; Positron-Emission Tomography; Benzodiazepines,10.1097/FTD.0000000000001131
37313228,Aripiprazole Plasma Concentrations Delivered from Two 2-Month Long-Acting Injectable Formulations: An Indirect Comparison.,2023,Neuropsychiatric disease and treatment,Harlin Matthew; Chepke Craig; Larsen Frank; Bell Lynum Karimah S; Chumki Sanjeda R; Fitzgerald Heather; Such Pedro; Madera-McDonough Jessica; Yildirim Murat; Panni Moeen; Saklad Stephen R,Otsuka Pharmaceutical Development & Commercialization Inc; University of North Carolina School of Medicine; H. Lundbeck A/S; The University of Texas at Austin,United States; Denmark,Antipsychotic; bipolar I disorder; long-acting injectable; Schizophrenia,10.2147/NDT.S412357
37222228,Towards precision dosing of aripiprazole in children and adolescents with autism spectrum disorder: Linking blood levels to weight gain and effectiveness.,2023,British journal of clinical pharmacology,Hermans Rebecca A; Sassen Sebastiaan D T; Kloosterboer Sanne Maartje; Reichart Catrien G; Kouijzer Mirjam E J; de Kroon Matthias M J; Bastiaansen Dennis; van Altena Daphne; van Schaik Ron H N; Nasserinejad Kazem; Hillegers Manon H J; Koch Birgit C P; Dierckx Bram; de Winter Brenda C M,Erasmus Medical Center; Centre of Youth; Erasmus University Medical Center; Leiden University Medical Center,Netherlands,antipsychotics; paediatric patients; pharmacometrics; precision dosing; side-effects; Aripiprazole; adverse effects; pharmacokinetics; Autism Spectrum Disorder; drug therapy; Antipsychotic Agents; Weight Gain; Body Mass Index; Drug-Related Side Effects and Adverse Reactions,10.1111/bcp.15800
37069136,Discovering interactions in augmentation strategies: Impact of duloxetine on the metabolism of aripiprazole.,2023,Basic & clinical pharmacology & toxicology,Margraff Teresa; Schoretsanitis Georgios; Neuner Irene; Haen Ekkehard; Gaebler Arnim Johannes; Paulzen Michael,University of Regensburg; The Zucker Hillside Hospital; Zucker School of Medicine at Hofstra/Northwell; Institute of Physiology; RWTH Aachen University; University of Zurich; University Hospital RWTH Aachen; Clinical Pharmacology Institute AGATE gGmbH; Alexianer Hospital Aachen,Germany; United States; Switzerland,Aripiprazole; cytochrome; duloxetine; interaction; pharmacokinetics; therapeutic drug monitoring; Duloxetine Hydrochloride; therapeutic use; Antipsychotic Agents; pharmacology; Piperazines; Quinolones; Cytochrome P-450 CYP2D6; metabolism,10.1111/bcpt.13875
36863030,"Age, Sex, and Comedication Effects on the Steady-State Plasma Concentrations of Amisulpride in Chinese Patients with Schizophrenia.",2023,Therapeutic drug monitoring,Yang Shuo; Wang HaiYan; Zheng Gao Feng; Wang Yi,Zigong Psychiatric Research Center; Zigong Affiliated Hospital of Southwest Medical University; Jianyang Chinese Medicine Hospital; Jianyang People's Hospital,China,Schizophrenia; drug therapy; Amisulpride; therapeutic use; East Asian People; Sulpiride; Antipsychotic Agents,10.1097/FTD.0000000000001089
36730747,Relationship Between Plasma Aripiprazole and Dehydroaripiprazole Concentrations and Prolactin Levels in Chinese Children and Adolescents.,2023,Journal of child and adolescent psychopharmacology,Ma Botao; Zhao Wenxuan; Fan Hongzhen; Yun Yajun; Qi Siyuan; An Huimei; Yang Fude,Psychiatry Research Center,China,Aripiprazole; children and adolescents; dehydroaliprazole; Prolactin; Antipsychotic Agents; pharmacokinetics; East Asian People; blood; Piperazines; Quinolones,10.1089/cap.2022.0068
36539734,The effect of therapeutic drug monitoring of risperidone and aripiprazole on weight gain in children and adolescents: the SPACe 2: STAR (trial) protocol of an international multicentre randomised controlled trial.,2022,BMC psychiatry,Hermans Rebecca A; Ringeling Lisa T; Liang Kajie; Kloosterboer Sanne M; de Winter Brenda C M; Hillegers Manon H J; Koch Birgit C P; Dierckx Bram,Erasmus University Medical Center,Netherlands,Adolescents; Antipsychotic drugs; Aripiprazole; Autism Spectrum Disorder; Children; Pharmacodynamics; pharmacokinetics; Randomised controlled trial; Risperidone; therapeutic drug monitoring; therapeutic use; Antipsychotic Agents; Drug Monitoring; Weight Gain; Multicenter Studies as Topic,10.1186/s12888-022-04445-6
36513399,"Dried Blood Spot (DBS) as a useful tool to improve clozapine, aripiprazole and paliperidone treatment: From adherence to efficiency.",2022,Revista de psiquiatria y salud mental,Bernardo Miguel; Mezquida Gisela; Ferré Paula; Cabrera Bibiana; Torra Mercè; Lizana Ana Maria; Brunet Mercè,University of Barcelona; Pharmacology and Toxicology Laboratory; Hospital Clínic of Barcelona,Spain,Adherence; Adherencia; Antipsicótico; Antipsychotic; Análisis de sangre seca (Dried Blood Spot [DBS]); Dried Blood Spot (DBS); Esquizofrenia; Monitorización terapéutica de medicamentos; Schizophrenia; Therapeutic drug monitoring (TDM); Aripiprazole; therapeutic use; Clozapine; Paliperidone Palmitate; Antipsychotic Agents; Tandem Mass Spectrometry; methods,10.1016/j.rpsmen.2022.04.002
36286707,"Effects of Age, Sex, and Comedication on the Plasma Concentrations of Olanzapine in Chinese Patients With Schizophrenia Based on Therapeutic Drug Monitoring Data.",2022,Journal of clinical psychopharmacology,Ding Jing; Zhang Yan; Zhang Yan; Yang Liu; Zhang Suo; Cui Xiaohua; Meng Zhuocheng; Li Yajuan; Xing Huan,The Second Affiliated Hospital of Shaanxi University of Chinese Medicine,China,Olanzapine; therapeutic use; Schizophrenia; drug therapy; Drug Monitoring; Lithium; Valproic Acid; Benzodiazepines; Antipsychotic Agents,10.1097/JCP.0000000000001618
36143147,Racial/Ethnic Differences in the Pharmacokinetics of Antipsychotics: Focusing on East Asians.,2022,Journal of personalized medicine,Lin Shih-Ku,Linkou Chang Gung Memorial Hospital; Psychiatry Center,Taiwan,antipsychotics; cytochrome p450; pharmacokinetic; racial difference; therapeutic drug monitoring,10.3390/jpm12091362
35482473,Impact of Heat Inactivation of Blood Samples on Therapeutic Drug Monitoring of 5 Second-Generation Antipsychotics and Their Metabolites.,2022,Therapeutic drug monitoring,Ding Jing; Yang Liu; Zhang Yan; Zhang Suo; Meng Zhuocheng,Xi'an Key Laboratory of Pharmacy (Mental Health); Pharmacy Laboratory,China,Antipsychotic Agents; Aripiprazole; Benzodiazepines; analysis; COVID-19; Drug Monitoring; methods; Hot Temperature,10.1097/FTD.0000000000000989
34822595,The Binding of Aripiprazole to Plasma Proteins in Chronic Renal Failure Patients.,2021,Toxins,Hirata Kenshiro; Ikeda Tokunori; Watanabe Hiroshi; Maruyama Toru; Tanaka Motoko; Chuang Victor Tuan Giam; Uchida Yuji; Sakurama Keiki; Nishi Koji; Yamasaki Keishi; Otagiri Masaki,DDS Research Institute; Kumamoto University; Sojo University; Akebono Clinic; Curtin University,Japan; Australia,"Aripiprazole; indoxyl sulphate; Protein Binding; renal disease; uremic toxins; Aged, 80 and over; Antipsychotic Agents; metabolism; Blood Proteins; Cresols; Indican; Kidney Failure, Chronic; blood; Serum Albumin, Human; Sulfuric Acid Esters",10.3390/toxins13110811
34201784,Review of Pharmacokinetics and Pharmacogenetics in Atypical Long-Acting Injectable Antipsychotics.,2021,Pharmaceutics,Toja-Camba Francisco José; Gesto-Antelo Nerea; Maroñas Olalla; Echarri Arrieta Eduardo; Zarra-Ferro Irene; González-Barcia Miguel; Bandín-Vilar Enrique; Mangas Sanjuan Victor; Facal Fernando; Arrojo Romero Manuel; Carracedo Angel; Mondelo-García Cristina; Fernández-Ferreiro Anxo,University Clinical Hospital of Santiago de Compostela (SERGAS); Biomedical Research Center of Rare Diseases (CIBERER); University Clinical Hospital of Ourense (SERGAS); Galician Foundation of Genomic Medicine; University of Valencia; Institute of Health Research (IDIS); University of Santiago de Compostela,Spain,CYP2D6; LAI; antipsychotics; Aripiprazole; paliperidone; Pharmacogenetics; population pharmacokinetic models; Risperidone,10.3390/pharmaceutics13070935
34125422,Influence of CYP2D6 Phenotypes on the Pharmacokinetics of Aripiprazole and Dehydro-Aripiprazole Using a Physiologically Based Pharmacokinetic Approach.,2021,Clinical pharmacokinetics,Kneller Lisa Alina; Zubiaur Pablo; Koller Dora; Abad-Santos Francisco; Hempel Georg,UICEC Hospital Universitario de La Princesa; Institute of Pharmaceutical and Medical Chemistry; Hospital Universitario de La Princesa,Spain; Germany,Antipsychotic Agents; Aripiprazole; Cytochrome P-450 CYP2D6; genetics; Genotype; Phenotype; Piperazines; Quinolones,10.1007/s40262-021-01041-x
33235024,Relationship of Prolactin Concentrations to Steady-State Plasma Concentrations of Aripiprazole in Patients With Schizophrenia.,2021,Therapeutic drug monitoring,Tasaki Minami; Yasui-Furukori Norio; Kubo Kazuyoshi; Yokoyama Saaya; Shinozaki Masataka; Sugawara Norio; Inoue Yoshimasa; Shimoda Kazutaka,Dokkyo Medical University School of Medicine; Hirosaki University Graduate School of Medicine,Japan,Antipsychotic Agents; blood; pharmacokinetics; Aripiprazole; Prolactin; Schizophrenia; drug therapy,10.1097/FTD.0000000000000843
32212950,Therapeutic drug monitoring and pharmacogenetics of antipsychotics and antidepressants in real life settings: A 5-year single centre experience.,2021,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,Baldelli Sara; Cheli Stefania; Montrasio Cristina; Cattaneo Dario; Clementi Emilio,Sacco University Hospital; Eugenio Medea Scientific Institute; ASST Fatebenefratelli Sacco University Hospital,Italy,AGNP; Antidepressants; antipsychotics; Pharmacogenetics; therapeutic drug monitoring; Antidepressive Agents; Antipsychotic Agents; Drug Monitoring,10.1080/15622975.2020.1747112
32077627,Multiplexed therapeutic drug monitoring of antipsychotics in dried plasma spots by LC-MS/MS.,2020,Journal of separation science,Ruggiero Carla; Ramirez Stefania; Ramazzotti Eric; Mancini Rita; Muratori Roberto; Raggi Maria Augusta; Conti Matteo,LUM Metropolitan Laboratory; University of Bologna,Italy,"Antipsychotic drugs; dried plasma spots; Liquid Chromatography-Mass Spectrometry; therapeutic drug monitoring; Antipsychotic Agents; blood; Chromatography, Liquid; Dried Blood Spot Testing; Drug Monitoring; Tandem Mass Spectrometry",10.1002/jssc.201901200
31688449,Dopamine D2 Receptor Occupancy Estimated From Plasma Concentrations of Four Different Antipsychotics and the Subjective Experience of Physical and Mental Well-Being in Schizophrenia: Results From the Randomized NeSSy Trial.,2019,Journal of clinical psychopharmacology,Veselinović Tanja; Scharpenberg Martin; Heinze Martin; Cordes Joachim; Mühlbauer Bernd; Juckel Georg; Rüther Eckart; Paulzen Michael; Haen Ekkehard; Hiemke Christoph; Timm Jürgen; Gründer Gerhard,University of Regensburg; University of Göttingen; RWTH Aachen University; University; Alexianer Hospital Aachen; Central Institute of Mental Health; University of Bremen; LWL University Hospital; University Medical Center of Mainz; Brandenburg Medical School,Germany,"Antipsychotic Agents; blood; Aripiprazole; Dopamine D2 Receptor Antagonists; Double-Blind Method; Flupenthixol; Haloperidol; Medication Adherence; Olanzapine; Personal Satisfaction; Quality of Life; Receptors, Dopamine D2; drug effects; Schizophrenia; drug therapy; Schizophrenic Psychology",10.1097/JCP.0000000000001131
31470784,A UPLC-MS/MS Assay for Simultaneous Determination of Two Antipsychotics and Two Antidepressants in Human Plasma and Its Application in Clinic.,2020,Current pharmaceutical biotechnology,Li Houli; Cheng Xiaoliang; Zhang Di; Wang Maoyi; Dong Weihua; Feng Weiyi,First Affiliated Hospital of Xi'an Jiaotong University,China,"Antidepressants-Fluoxetine (FLU); antipsychotics; UPLC-MS/MS; Antidepressants; determination; human plasma.; Antidepressive Agents; blood; Antipsychotic Agents; Aripiprazole; Chromatography, High Pressure Liquid; Citalopram; Drug Monitoring; Fluoxetine; Risperidone; Tandem Mass Spectrometry",10.2174/1389201020666190830150549
30876545,"Simultaneous determination of six antipsychotics, two of their metabolites and caffeine in human plasma by LC-MS/MS using a phospholipid-removal microelution-solid phase extraction method for sample preparation.",2019,Talanta,Koller Dora; Zubiaur Pablo; Saiz-Rodríguez Miriam; Abad-Santos Francisco; Wojnicz Aneta,Hospital Universitario de la Princesa,Spain,"antipsychotics; Caffeine; Liquid chromatography-tandem mass spectrometry; Phospholipids; Solid Phase Extraction; therapeutic drug monitoring; Antipsychotic Agents; blood; metabolism; Aripiprazole; Chromatography, Liquid; chemistry; Tandem Mass Spectrometry",10.1016/j.talanta.2019.01.112
