1	42	16
1	15	16
1	4	16
1	19	16
1	43	15
1	40	15
1	49	14
1	28	14
1	3	12
1	44	11
1	45	10
1	31	10
1	46	10
1	9	10
1	41	9
1	11	9
1	47	7
1	22	7
1	35	7
1	5	6
1	8	4
1	37	3
1	24	3
1	29	3
1	27	3
1	30	2
1	20	2
1	25	2
1	7	2
1	23	1
1	48	1
1	39	1
1	26	1
1	14	1
1	21	1
1	34	1
1	17	1
1	18	1
1	2	1
1	16	1
1	6	1
2	16	5
2	3	5
2	4	4
2	11	4
2	42	4
2	45	4
2	19	4
2	15	4
2	8	4
2	28	4
2	41	3
2	22	3
2	43	3
2	49	2
2	47	2
2	40	2
2	39	2
2	48	2
2	5	2
2	27	2
2	31	1
2	38	1
2	35	1
2	34	1
2	17	1
2	37	1
2	29	1
2	9	1
3	42	42
3	15	42
3	4	42
3	19	42
3	28	41
3	43	38
3	40	34
3	41	33
3	45	31
3	49	29
3	11	26
3	8	25
3	5	22
3	44	22
3	31	21
3	46	21
3	29	18
3	47	15
3	9	14
3	22	13
3	39	12
3	27	11
3	21	9
3	35	8
3	48	7
3	12	7
3	10	6
3	16	5
3	38	5
3	20	5
3	7	5
3	18	5
3	17	5
3	26	4
3	25	4
3	37	4
3	13	4
3	6	3
3	34	3
3	32	2
3	50	2
3	14	2
3	24	2
3	23	2
3	30	1
3	33	1
3	36	1
4	42	69
4	15	68
4	19	68
4	28	57
4	43	56
4	40	51
4	49	46
4	41	42
4	44	36
4	11	33
4	46	33
4	31	30
4	45	30
4	9	25
4	8	25
4	5	21
4	47	17
4	29	15
4	18	15
4	12	13
4	39	13
4	22	13
4	21	12
4	37	9
4	27	8
4	35	8
4	20	7
4	10	7
4	48	6
4	38	6
4	26	5
4	14	5
4	24	4
4	13	4
4	7	4
4	16	4
4	6	4
4	50	4
4	17	3
4	34	3
4	32	2
4	30	2
4	23	2
4	25	2
4	36	2
4	33	1
5	28	22
5	19	21
5	15	21
5	42	21
5	43	19
5	45	18
5	40	18
5	41	17
5	8	15
5	49	14
5	31	12
5	39	11
5	11	11
5	22	9
5	27	9
5	44	9
5	46	9
5	47	8
5	48	7
5	29	6
5	9	6
5	12	4
5	7	4
5	35	3
5	17	3
5	21	3
5	20	3
5	10	3
5	16	3
5	18	2
5	38	2
5	25	2
5	23	1
5	30	1
5	13	1
5	26	1
5	34	1
5	33	1
5	36	1
5	6	1
5	24	1
6	11	7
6	44	6
6	43	5
6	40	5
6	49	5
6	20	4
6	42	4
6	28	4
6	9	4
6	15	4
6	19	4
6	46	3
6	31	2
6	41	2
6	45	2
6	37	2
6	8	2
6	25	2
6	27	2
6	32	1
6	23	1
6	50	1
6	22	1
6	29	1
6	18	1
6	10	1
6	39	1
6	12	1
6	38	1
6	35	1
6	17	1
6	48	1
7	43	4
7	15	4
7	40	4
7	28	4
7	11	4
7	41	4
7	19	4
7	42	4
7	27	3
7	29	3
7	8	3
7	49	3
7	45	3
7	44	2
7	39	2
7	22	2
7	46	2
7	9	2
7	31	1
7	23	1
7	30	1
7	34	1
7	17	1
7	35	1
7	47	1
7	20	1
7	33	1
7	36	1
8	11	27
8	19	25
8	15	25
8	42	25
8	28	21
8	29	19
8	43	18
8	45	18
8	39	17
8	40	17
8	41	16
8	49	13
8	44	12
8	21	11
8	31	10
8	22	9
8	12	9
8	9	8
8	18	8
8	10	8
8	47	8
8	27	7
8	46	7
8	20	6
8	17	6
8	13	5
8	48	5
8	34	4
8	50	4
8	37	4
8	25	3
8	26	3
8	36	3
8	33	3
8	32	2
8	35	2
8	23	2
8	16	2
8	30	1
8	38	1
8	14	1
8	24	1
9	42	26
9	43	26
9	40	25
9	15	25
9	19	25
9	28	23
9	44	22
9	49	20
9	41	14
9	31	14
9	11	14
9	46	14
9	18	9
9	45	9
9	22	8
9	12	7
9	47	5
9	21	5
9	37	5
9	35	5
9	27	4
9	29	4
9	10	4
9	39	3
9	48	2
9	20	2
9	24	2
9	50	2
9	30	2
9	25	2
9	38	2
9	14	2
9	26	2
9	23	1
9	17	1
9	34	1
9	16	1
10	12	9
