1	15	3
1	19	2
1	9	1
1	20	1
2	18	5
2	7	5
2	25	5
2	26	5
2	16	5
2	13	4
2	21	4
2	17	4
2	29	4
2	22	4
2	12	4
2	11	3
2	4	3
2	27	2
2	5	2
2	23	2
3	6	2
3	10	1
4	26	3
4	16	3
4	18	3
4	25	3
4	7	3
4	29	2
4	17	2
4	13	2
4	12	2
4	5	2
4	23	2
4	22	2
4	21	2
4	11	1
5	25	3
5	13	2
5	21	2
5	18	2
5	23	2
5	22	2
5	7	2
5	16	2
5	12	2
5	26	2
5	10	1
5	29	1
5	11	1
5	17	1
6	24	1
6	10	1
7	16	5
7	26	5
7	18	5
7	25	5
7	22	4
7	13	4
7	21	4
7	29	4
7	17	4
7	12	4
7	11	3
7	27	2
7	23	2
8	28	3
8	14	1
9	15	2
9	20	2
10	25	1
10	13	1
11	12	3
11	22	3
11	26	3
11	25	3
11	16	3
11	29	3
11	21	3
11	18	3
11	27	2
11	17	2
11	13	2
11	23	1
12	21	4
12	22	4
12	25	4
12	26	4
12	16	4
12	18	4
12	29	3
12	13	3
12	17	3
12	27	2
12	23	2
13	26	5
13	25	5
13	16	4
13	18	4
13	17	4
13	21	3
13	22	3
13	27	3
13	29	3
13	23	2
14	28	1
15	19	2
15	20	2
16	26	5
16	18	5
16	25	5
16	29	4
16	22	4
16	21	4
16	17	4
16	27	2
16	23	2
17	26	4
17	18	4
17	25	4
17	22	3
17	21	3
17	29	3
17	27	2
17	23	1
18	25	5
18	26	5
18	29	4
18	21	4
18	22	4
18	27	2
18	23	2
21	22	4
21	25	4
21	26	4
21	29	3
21	27	2
21	23	2
22	25	4
22	26	4
22	29	3
22	27	2
22	23	2
23	26	3
23	25	2
23	27	1
23	29	1
25	26	5
25	29	4
25	27	2
26	29	4
26	27	3
27	29	2
