1	14	3
1	3	3
1	7	3
2	18	3
2	12	3
2	15	3
2	17	3
2	8	3
2	13	3
2	9	2
2	5	1
2	19	1
2	4	1
2	10	1
2	11	1
3	7	2
3	14	2
4	18	5
4	5	5
4	19	4
4	15	4
4	17	3
4	10	3
4	8	3
4	11	2
4	13	1
4	9	1
4	12	1
5	18	5
5	19	4
5	15	4
5	8	3
5	17	3
5	10	3
5	11	2
5	12	1
5	9	1
5	13	1
6	16	1
6	10	1
7	14	3
8	15	5
8	17	5
8	18	5
8	11	3
8	9	3
8	12	3
8	13	3
8	10	2
8	19	2
9	10	2
9	12	2
9	13	2
9	18	2
9	15	2
9	17	2
9	19	1
10	18	3
10	19	3
10	15	2
10	13	1
10	17	1
10	12	1
10	16	1
11	17	3
11	18	3
11	15	3
11	19	1
11	13	1
11	12	1
12	18	3
12	13	3
12	17	3
12	15	3
12	19	1
13	17	3
13	18	3
13	15	3
13	19	1
15	18	6
15	17	5
15	19	3
17	18	5
17	19	2
18	19	4
