1	12	26
1	14	25
1	25	21
1	17	17
1	9	15
1	2	14
1	4	10
1	37	10
1	7	10
1	27	9
1	38	8
1	43	7
1	36	7
1	39	6
1	33	6
1	22	5
1	49	5
1	23	5
1	31	5
1	45	5
1	35	5
1	18	4
1	21	4
1	30	4
1	15	3
1	42	3
1	13	3
1	46	3
1	47	2
1	32	2
1	41	2
1	44	2
1	34	2
1	20	2
1	40	2
1	5	2
1	48	2
1	8	2
1	24	1
1	11	1
1	3	1
1	19	1
1	50	1
1	16	1
1	26	1
1	6	1
2	25	32
2	12	23
2	17	22
2	7	22
2	9	21
2	37	20
2	14	14
2	38	11
2	36	10
2	23	9
2	4	9
2	30	8
2	27	7
2	44	6
2	32	5
2	3	5
2	31	5
2	42	5
2	41	4
2	47	4
2	39	4
2	45	4
2	43	4
2	5	3
2	6	3
2	48	3
2	16	3
2	22	3
2	13	2
2	50	2
2	19	2
2	28	2
2	8	2
2	24	2
2	46	1
2	33	1
2	20	1
2	35	1
2	18	1
2	29	1
2	26	1
2	10	1
2	40	1
2	11	1
3	12	11
3	25	9
3	17	6
3	44	6
3	38	5
3	41	5
3	9	5
3	7	5
3	27	4
3	37	4
3	28	3
3	11	3
3	19	3
3	49	2
3	40	2
3	30	2
3	8	2
3	47	2
3	14	1
3	46	1
3	34	1
3	33	1
3	18	1
3	35	1
3	10	1
3	5	1
3	48	1
3	6	1
3	50	1
3	45	1
3	36	1
3	23	1
3	42	1
3	4	1
4	17	15
4	25	14
4	12	13
4	14	10
4	9	9
4	7	8
4	37	7
4	27	5
4	38	5
4	43	5
4	8	4
4	23	3
4	18	3
4	30	3
4	13	3
4	22	3
4	49	3
4	29	3
4	39	3
4	31	2
4	28	2
4	5	2
4	45	2
4	35	2
4	36	2
4	33	2
4	24	2
4	46	2
4	15	2
4	34	1
4	21	1
4	10	1
4	42	1
4	48	1
4	32	1
4	44	1
4	41	1
4	40	1
4	11	1
5	12	3
5	25	3
5	7	3
5	14	2
5	17	2
5	37	2
5	9	1
5	24	1
5	38	1
5	23	1
5	36	1
5	48	1
5	44	1
5	47	1
5	41	1
5	19	1
6	17	3
6	25	3
6	7	3
6	30	2
6	9	2
6	12	2
6	41	1
6	48	1
6	19	1
6	36	1
6	45	1
6	14	1
6	47	1
6	44	1
6	50	1
6	37	1
6	10	1
7	25	27
7	9	16
7	12	16
7	17	15
7	37	13
7	38	11
7	14	10
7	8	5
7	27	5
7	23	5
7	44	5
7	43	4
7	30	4
7	31	4
7	36	4
7	41	4
7	45	3
7	39	3
7	32	3
7	19	3
7	47	3
7	13	2
7	22	2
7	42	2
7	48	2
7	16	2
7	24	1
7	35	1
7	20	1
7	33	1
7	40	1
7	49	1
7	29	1
7	26	1
7	50	1
7	11	1
7	10	1
8	25	9
8	38	6
8	12	6
8	9	5
8	17	5
8	49	3
8	28	3
8	41	2
8	44	2
8	37	2
8	46	2
8	29	1
8	36	1
8	10	1
8	18	1
8	32	1
8	45	1
8	14	1
8	43	1
8	23	1
8	35	1
8	27	1
8	20	1
8	40	1
8	11	1
9	25	28
9	12	23
9	17	17
9	14	15
9	38	11
9	37	11
9	23	9
9	36	9
9	27	8
9	30	8
9	45	6
9	42	6
9	32	4
9	43	4
9	33	3
9	46	3
9	44	3
9	18	3
9	39	3
9	22	3
9	16	3
9	49	3
9	31	3
9	11	2
9	41	2
9	35	2
9	21	2
9	15	2
9	13	2
9	50	2
9	28	2
9	24	1
9	29	1
9	20	1
9	40	1
9	10	1
10	25	3
10	38	3
10	17	3
10	35	2
10	28	2
10	33	1
10	29	1
10	15	1
10	27	1
10	12	1
10	49	1
10	30	1
11	41	3
11	25	3
11	44	3
11	12	3
11	40	2
11	27	2
11	17	2
11	18	1
11	49	1
11	14	1
11	33	1
11	46	1
11	19	1
