1	9	5
1	26	5
1	19	5
1	21	5
1	17	5
1	11	5
2	29	2
2	25	2
2	6	2
2	16	1
3	10	3
3	15	3
3	12	3
3	22	2
3	8	2
3	20	2
4	27	2
4	7	2
4	13	2
4	14	2
4	18	1
5	28	2
5	24	2
5	30	2
5	23	2
6	25	1
6	16	1
6	29	1
7	14	3
7	13	3
7	27	2
7	18	2
8	10	2
8	15	2
8	12	2
8	22	1
8	20	1
9	19	6
9	26	6
9	21	6
9	11	6
9	17	5
10	15	3
10	12	3
10	20	2
10	22	2
11	26	6
11	21	6
11	19	6
11	17	5
12	15	3
12	20	2
12	22	2
13	14	3
13	27	2
13	18	2
14	27	2
14	18	2
15	22	2
15	20	2
16	29	3
17	26	5
17	19	5
17	21	5
18	27	1
19	26	6
19	21	6
20	22	1
21	26	6
23	28	2
23	24	2
23	30	2
24	30	2
24	28	2
25	29	1
28	30	2
