pmid,title,year,journal,authors,institutions,countries,keywords,doi
42469944,Osimertinib-induced acute decompensated heart failure: a case report and review of the literature.,2026,Journal of medical case reports,Lee Hou-Chen; Hsieh Meng-Heng; Lin Horng-Chyuan,Chang Gung Memorial Hospital Keelung Branch; Chang Gung University; Chang Gung Memorial Hospital at Linkou,Taiwan,Cardiotoxicity; Case report; heart failure; non-small cell lung cancer; Osimertinib,10.1186/s13256-026-06378-0
42460015,"Roles of myeloperoxidase and the AMPK/PI3K/AKT/eNOS pathway in osimertinib-induced cardiotoxicity: multilevel evidence from disequilibrium analysis, network pharmacology, mendelian randomization, and animal experiments.",2026,Frontiers in pharmacology,Shi Jing; Liu Xinya; Yu Jian; Wu Li; Jiang Yun; Gao Mengjiao; Zhang Yuanming,The Fifth Affiliated Hospital of Xinjiang Medical University; Xinjiang Medical University; Affiliated Cancer Hospital of Xinjiang Medical University,China,FAERS database; animal experiments; disproportionality analysis; epidermal growth factor receptor; mendelian randomization; network pharmacology; Osimertinib,10.3389/fphar.2026.1776465
42398475,Clonal divergence with acquired BRAF V600E in NSCLC with compound EGFR G719X/S768I after prolonged EGFR-TKI therapy.,2026,"Lung cancer (Amsterdam, Netherlands)",Hviid Camilla; Melchior Linea C; Berger Siv M S; Löfgren Johan O; Santoni-Rugiu Eric; Urbanska Edyta M,Copenhagen University Hospital; University of Copenhagen,Denmark,"ErbB Receptors; genetics; Carcinoma, Non-Small-Cell Lung; drug therapy; diagnosis; pathology; Proto-Oncogene Proteins B-raf; Lung Neoplasms; Protein Kinase Inhibitors; therapeutic use; Mutation; Drug Resistance, Neoplasm; Pyrimidines; Indoles; Clonal Evolution; Aniline Compounds; Erlotinib Hydrochloride",10.1016/j.lungcan.2026.109517
42386709,Osimertinib-induced cardiotoxicity is driven by HDAC-dependent epigenetic repression and rescued by vorinostat.,2026,Signal transduction and targeted therapy,Toro Cora Angelica; Bhati Arvind Singh; Titus Allen Sam; Jaiswal Ashish; Singh Baldeep; Umbarkar Prachi; Li Daniel Y; Dutta Roshan; Zhang Qinkun; Verma Suresh K; Tousif Sultan; Lal Hind,The University of Alabama at Birmingham,United States,"Vorinostat; pharmacology; Indoles; Pyrimidines; Aniline Compounds; adverse effects; Histone Deacetylases; genetics; metabolism; Cardiotoxicity; drug therapy; pathology; Acrylamides; toxicity; Epigenesis, Genetic; drug effects; Lung Neoplasms; Apoptosis; Carcinoma, Non-Small-Cell Lung; Tumor Suppressor Protein p53; Histone Deacetylase Inhibitors",10.1038/s41392-026-02814-1
42369562,Cost-effectiveness of neoadjuvant and adjuvant novel cancer therapies in stage II-III non-small cell lung cancer in Sri Lanka.,2026,BMJ oncology,Joseph Nuradh; Kularatna Sanjeewa; Senanayake Sameera,Queensland University of Technology; NUS Medical School; National Heart Research Institute; Government of Sri Lanka Ministry of Health,Australia; Singapore,Health economics; Immunotherapy; Lung cancer (non-small cell); Medical oncology,10.1136/bmjonc-2025-001046
42326026,Case reports of a double threat: when cancer and hidden congenital heart defects collide: malignant tamponade unveils a hidden pulmonary venous anomaly.,2026,European heart journal. Case reports,Rodriguez Alexis Phyllip; Vicenty-Rivera Sonia I,VA Healthcare System Department of Veterans Affairs,United States,Advanced non-small-cell lung cancer; Cardiac tamponade; Case report; Malignant pericardial effusion; Multiimaging modalities; Partial anomalous pulmonary venous return; Percutaneous balloon pericardiotomy,10.1093/ehjcr/ytag396
42307163,REPLY: Reframing Mechanistic and Clinical Paradigms of Osimertinib-Associated Cardiotoxicity.,2026,JACC. CardioOncology,Tanaka Yuta; Tatebe Yasuhisa; Hamano Hirofumi; Zamami Yoshito,,,,10.1016/j.jaccao.2026.03.007
42307162,Reframing Mechanistic and Clinical Paradigms of Osimertinib-Associated Cardiotoxicity.,2026,JACC. CardioOncology,Zhao Defeng; Li Danni,,,,10.1016/j.jaccao.2025.12.011
42306727,Are lazertinib and osimertinib comparable for treating advanced EGFR-mutant non-small cell lung cancer?-insights and limitations from the MARIPOSA study.,2026,Journal of thoracic disease,Urbanska Edyta Maria; Santoni-Rugiu Eric; Grauslund Morten; Sørensen Jens Benn,Center for Cancer and Organ Diseases; Institute for Clinical Medicine; Copenhagen University Hospital,Denmark,Epidermal growth factor receptor-mutant non-small cell lung cancer (EGFR-mutant NSCLC); Cardiotoxicity; Lazertinib; Osimertinib,10.21037/jtd-2026-1-0485
42229338,Cardiovascular adverse events in non-small cell lung cancer patients receiving osimertinib therapy: a systematic review and meta-analysis.,2026,"Lung cancer (Amsterdam, Netherlands)",Liu Wei-He; Cheng Yun-Jiu; Kang Jin; Chen Jian; An Zhen-Jie; Li Ting-Hui; Tan Ning; Zhong Wen-Zhao; Wu Yi-Long; Jiang Lei,Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences); Guangdong Lung Cancer Institute,China,"Cardiotoxicity; EGFR-mutated NSCLC; Meta-analysis; Osimertinib; Indoles; Aniline Compounds; adverse effects; therapeutic use; Pyrimidines; Lung Neoplasms; drug therapy; complications; Carcinoma, Non-Small-Cell Lung; Acrylamides; Cardiovascular Diseases; chemically induced; epidemiology; etiology; Antineoplastic Agents; Protein Kinase Inhibitors; ErbB Receptors; genetics; Incidence",10.1016/j.lungcan.2026.109413
42134241,Pharmacologic activation of PHD2 sensitizes non-small cell lung cancer cells to osimertinib.,2026,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,Kim Ji Soo; Abeysiriwardhana Hiruni Nilshi Indeevarie; Kim Dae Kyeong; Yoon Tae Hyeon; Choi Jin-Hyuk; Liang Zhuoning; Kim Jae-Won; Liu Kwang-Hyeon; Lim Yoongho; Yu Jun Sang; Cho Somi Kim; Cho Moonjae,Jeju National University; Kyungpook National University; Konkuk University; College of Applied Life Sciences; Jeju Institute of Korean Medicine,South Korea,"ACF-01; ADMET; HIF-1α; NSCLC; Osimertinib; PHD2; Resistance; Carcinoma, Non-Small-Cell Lung; drug therapy; pathology; enzymology; Lung Neoplasms; Aniline Compounds; pharmacology; Hypoxia-Inducible Factor-Proline Dioxygenases; metabolism; Pyrimidines; Acrylamides; Indoles; Cell Line, Tumor; Mice, Nude; Hypoxia-Inducible Factor 1, alpha Subunit; Xenograft Model Antitumor Assays; Antineoplastic Agents; Apoptosis; drug effects; Drug Resistance, Neoplasm",10.1016/j.biopha.2026.119443
42080004,Osimertinib-associated cardiac dysfunction in epidermal growth factor receptor-mutant non-small cell lung cancer: a single-center three-case series requiring hospitalization.,2026,Respiratory medicine case reports,Takemura Masao; Inoue Shun; Neoi Akari; Yoshida Daisuke; Shibata Nao; Hara Kentaro; Kobayashi Takami; Wakamatsu Ikuo; Taguchi Kohei; Umetsu Kazue; Kouno Shunichi; Ikeda Kana; Motegi Mitsuru,Takasaki General Medical Center; Prana Clinic; Fujioka General Hospital,Japan,Drug-induced cardiotoxicity; EGFR mutation; heart failure; Left ventricular ejection fraction; NSCLC; Osimertinib,10.1016/j.rmcr.2026.102422
42057232,Endoscopic ultrasound-guided transoesophageal pericardiocentesis: a case report on a therapeutic solution for pericardial tamponade with malignant posterior pericardial effusion.,2026,"Cardio-oncology (London, England)",So Alfred Chung Pui; Conibear John; Januszweski Adam; Manisty Charlotte; Ricketts William; Waller David; Wilson Patrick; Lau Kelvin,National Health Service; Institute of Cardiovascular Science; Barts Cancer Institute,United Kingdom,cardio-oncology; Malignant pericardial effusion; non-small cell lung cancer; Transoesophageal pericardiocentesis,10.1186/s40959-026-00460-8
41987407,Gefitinib-Induced Heart Failure Confirmed by a Rechallenge in a Patient with EGFR-Mutated Lung Adenocarcinoma.,2026,"Internal medicine (Tokyo, Japan)",Ohtaka Michiyasu; Tomomatsu Katsuyoshi; Yamazaki Kai; Endo Koichi; Hirasawa Hanami; Katagiri Masaki; Katayama Mio; Komatsu Ryo; Tsukimoto Kazuhide; Uotani Hiroki; Urata Mika; Tanaka Jun; Hayama Naoki; Ito Yoko; Oguma Tsuyoshi; Asano Koichiro,Tokai University School of Medicine,Japan,epidermal growth factor receptor tyrosine kinase inhibitor; Gefitinib; heart failure; Osimertinib,10.2169/internalmedicine.7140-26
41981516,Real-world cardiovascular risk comparison of first-line osimertinib and earlier generation EGFR-TKIs in EGFR-mutated NSCLC: a TriNetX USA network analysis.,2026,BMC cancer,Cheng Wen-Chien; Tu Chih-Yen; Hsia Te-Chun; Huang Jing-Yang; Hung Cheng-Hsien; Chou Ying-Hsiang; Wei James Cheng-Chung,China Medical University; Chung Shan Medical University; China Medical University Hospital; National Chung Hsing University; Institute of Medicine; Chang Bing Show Chwan Memorial Hospital; Chung Shan Medical University Hospital,China; Taiwan,EGFR-TKI; Cardiotoxicity; non-small cell lung cancer; Osimertinib; real-world data,10.1186/s12885-026-15862-1
41963133,[Cardiovascular toxicities of major oral targeted therapies used in solid tumor].,2026,Bulletin du cancer,Nannini Simon; Droesch Clément; Schultz Emilie; Moinard-Butot Fabien,centre hospitalier universitaire de Saint-Étienne,France,"Cardio-oncologie; cardio-oncology; Cardiotoxicity; Cardiotoxicité; targeted therapy; Thérapies ciblées; Molecular Targeted Therapy; adverse effects; Antineoplastic Agents; administration & dosage; Neoplasms; drug therapy; Cardiovascular Diseases; chemically induced; prevention & control; Administration, Oral; Hypertension; etiology; Ventricular Dysfunction, Left; Thromboembolism",10.1016/j.bulcan.2026.02.014
41953452,Bacterial pericarditis after endobronchial ultrasound-guided transbronchial needle aspiration.,2026,Respiratory medicine case reports,Gulati Rachna S; Kravdal Håkon; Hoven Heidi; Eriksen Erlend; Haugland Hans Kristian; Mustafa Tehmina,Haukeland University Hospital; University of Bergen,Norway,Bacterial pericarditis; Bronchoscopy; Endobronchial ultrasound; lung cancer; Transbronchial needle aspiration,10.1016/j.rmcr.2026.102411
41907704,Osimertinib for Patients With EGFR-Mutated Non-Small Cell Lung Cancer: Current Evidence.,2026,Clinical Medicine Insights. Oncology,Tang Xiumei; Chen Yanmei; Zhu Yuan; Liu Yuan; Li Weimin; Wang Wenzhao; Wang Zhoufeng,West China Hospital; Qilu Hospital; Health Management Center; Advanced Medical Research Institute,China,epidermal growth factor receptor; Meta-analysis; non-small cell lung cancer; Osimertinib; Tyrosine Kinase Inhibitors,10.1177/11795549261434260
41801573,Cardiotoxic Effects of Osimertinib Compared to Other EGFR Inhibitors: A Systematic Review and Meta-Analysis.,2026,Cardiovascular toxicology,Garcia Alan; Kayani Abdul Mueez Alam; Navarro-Martinez Daniel Alejandro; Lemus-Zamora Ricky E; Salama-Frisbie Richard; Fretz Thomas; Tellez-Garcia Eduardo; Aviles Eduardo; Patel Brijesh,Indiana University School of Medicine,United States,"Carcinoma; Cardiotoxicity; Epidermal growth factor/tyrosine kinase inhibitors; heart failure; Myocardial infarction; Non-small-cell lung; Osimertinib; Receptor; Indoles; Aniline Compounds; adverse effects; Acrylamides; ErbB Receptors; antagonists & inhibitors; metabolism; Pyrimidines; Protein Kinase Inhibitors; Antineoplastic Agents; Heart Diseases; chemically induced; physiopathology; diagnosis; Risk Assessment; Ventricular Function, Left; drug effects; Stroke Volume",10.1007/s12012-026-10106-x
41730152,Role of EGFR-TKIs in Nonmetastatic Epidermal Growth Factor Receptor-Mutated Non-Small Cell Lung Cancer: A Comprehensive Review.,2026,JCO oncology practice,Delasos Lukas; Hassan Khaled A,Cleveland Clinic Taussig Cancer Center,,"Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; pathology; ErbB Receptors; antagonists & inhibitors; Lung Neoplasms; Protein Kinase Inhibitors; therapeutic use; pharmacology; Mutation; Pyrimidines; Acrylamides",10.1200/OP-25-01061
41627538,Pioglitazone Mitigates Arsenic-Induced Cardiotoxicity via Lipid Metabolism: Network Pharmacology and Molecular Docking Approach.,2026,Cardiovascular toxicology,Krishnamoorthy Saran; Renu Kaviyarasi; Veeraraghavan Vishnu Priya,Saveetha Dental College & Hospitals,India,"Arsenic; CVD; Lipid metabolism; Molecular docking; network pharmacology; Molecular Docking Simulation; Cardiotoxicity; Pioglitazone; pharmacology; metabolism; chemistry; therapeutic use; PPAR-gamma Agonists; drug effects; Heart Diseases; chemically induced; prevention & control; pathology; genetics; Signal Transduction; Protein Interaction Maps; PPAR gamma; Myocytes, Cardiac; Cytoprotection",10.1007/s12012-026-10097-9
41563236,From class effects to specificity FAERS evidence and network mapping of adverse events in NSCLC targeted therapy.,2026,"International journal of surgery (London, England)",Yu Jinsheng; Zhu Minqi; Zhu Yiwen; Shu Qijin,Zhejiang Chinese Medical University; The First Affiliated Hospital of Zhejiang Chinese Medical University (Zhejiang Provincial Hospital of Traditional Chinese Medicine),China,FDA Adverse Event Reporting System; non-small cell lung cancer; Pharmacovigilance; targeted anticancer drugs,10.1097/JS9.0000000000004704
41510372,Diagnostic challenge of systemic amyloidosis mimicking EGFR-TKI toxicity in lung adenocarcinoma: a case report.,2025,Translational lung cancer research,Kim So-Yun; Kang Hyeong Seok; Lee Joo-Eun; Kim Hyun-Yi; Yeo Min-Kyung; Chung Chaeuk,Chungnam National University; NGeneS Inc; Chungnam National University Hospital,South Korea,Amyloidosis; Cardiotoxicity; Case report; epidermal growth factor receptor-tyrosine kinase inhibitor (EGFR-TKI); renal toxicity,10.21037/tlcr-2025-913
41460676,Emrelis: A New Approach in Treating MET-high Locally Advanced or Metastatic Non-squamous NSCLC; A Mini Review.,2026,Thoracic research and practice,Khan Saim Mahmood; Naveed Areeba; Amir Aleena; Saifullah Yumna; Khan Surraiya Riaz Mahmood,Allama Iqbal Medical College; Jinnah Sindh Medical University; Sohail University; Karachi Medical and Dental College,Pakistan,Emrelis; MET-high NSCLC; Non-squamous NSCLC; c-MET overexpression; telisotuzumab vedotin,10.4274/ThoracResPract.2025.2025-6-4
41330421,Osimertinib induces reversible cardiac dysfunction through the GATA4-MYLK3-MYL2 axis.,2026,European heart journal,Zhang Kai; Ayala Alyssa; Norambuena-Soto Ignacio; Agnihotri Vertica; Shu Tao; Nenninger Christian; Wang Yin; Echevarria Brittany; Aboagye Joel; Huang Katie; Espitia-Corredor Jenaro; Wu Xiwei; Chen Zhen B; Deng Yingfeng; Perry J Jefferson P; Raz Dan J; Yang Huaxiao; Cheng Paul; Fu Guosheng; Wang Zhao V; Rhee June-Wha,Beckman Research Institute; Stanford University; Sir Run Run Shaw Hospital; City of Hope Comprehensive Cancer Center; Arthur Riggs Diabetes Metabolism Research Institute; University of California; City of Hope National Medical Center; University of North Texas,United States; China,"Cardiotoxicity; Contractility; GATA binding protein 4; heart failure; Myosin light chain 2; Myosin light chain kinase 3; Osimertinib; Sarcomere; Tyrosine kinase inhibitor; Aniline Compounds; adverse effects; toxicity; Acrylamides; Myocytes, Cardiac; drug effects; metabolism; GATA4 Transcription Factor; etiology; Induced Pluripotent Stem Cells; Phosphorylation; Antineoplastic Agents; Disease Models, Animal; Indoles; Pyrimidines",10.1093/eurheartj/ehaf813
41243674,Initial Patient Characteristics Associated With Ineligibility for Second-Line Therapy After Progression on First-Line Osimertinib in EGFR-Mutated Non-Small Cell Lung Cancer.,2025,Thoracic cancer,Kodama Hiroaki; Murakami Haruyasu; Mamesaya Nobuaki; Kobayashi Haruki; Wakuda Kazushige; Ko Ryo; Ono Akira; Kenmotsu Hirotsugu; Naito Tateaki; Shimizu Tetsuo; Gon Yasuhiro; Takahashi Toshiaki,Nihon University School of Medicine; Shizuoka Cancer Center,Japan,"CNS metastasis; EGFR‐TKI; NSCLC; older patients; Osimertinib; Carcinoma, Non-Small-Cell Lung; drug therapy; pathology; genetics; Acrylamides; therapeutic use; pharmacology; Aniline Compounds; Lung Neoplasms; Mutation; ErbB Receptors; Aged, 80 and over; Protein Kinase Inhibitors; Disease Progression; Indoles; Pyrimidines",10.1111/1759-7714.70192
41240046,Immune Checkpoint Inhibitor-Associated Myocarditis Mimicking Takotsubo Cardiomyopathy.,2026,JACC. Case reports,Hiromasa Satoru; Ueda Yoshimichi; Mayumi Takuya; Matsuoka Hiroki; Kaneda Tomoya,Keiju Medical Center,Japan,Takotsubo cardiomyopathy; immune checkpoint inhibitors; pembrolizumab-induced myocarditis,10.1016/j.jaccas.2025.106131
41145893,Cardiotoxicity Profiles of Osimertinib Compared with Other EGFR Tyrosine Kinase Inhibitors: A Real-World Comparative Incidence Analysis.,2025,Targeted oncology,Muhanna Zaid; Al Zyoud Muntaser; Issa Ahmad; Awidi Muhammad,Roswell Park Cancer Center; University of Jordan,United States,"Aniline Compounds; therapeutic use; pharmacology; adverse effects; Acrylamides; Protein Kinase Inhibitors; Incidence; Cardiotoxicity; etiology; epidemiology; pathology; ErbB Receptors; antagonists & inhibitors; Carcinoma, Non-Small-Cell Lung; drug therapy; Lung Neoplasms; Tyrosine Kinase Inhibitors; Indoles; Pyrimidines",10.1007/s11523-025-01180-2
41035623,Long-term Survival in Lung Cancer With Brain Metastases and Coronary Artery Stenosis: A Case Report.,2025,Journal of the Saudi Heart Association,Alharbi Raghad O; AlShammary Shahad J; Alotaibi Nasser E; Aljohani Ruba M; Alotaibi Bader A; Suliman Ihab F,King Abdulaziz Cardiac Center; Prince Sattam bin Abdulaziz University; Princess Nourah Bint Abdulrahman University; Taibah University; King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,Advanced non-small cell lung cancer; Cardiotoxicity; Osimertinib; Percutaneous coronary intervention,10.37616/2212-5043.1452
41022016,Delayed QT prolongation and electrical storm following cardioversion.,2025,Journal of electrocardiology,Dababneh Edward; Young Dylan; Nayyar Sachin; Matta Maria Gabriela,Griffith University School of Medicine; Gold Coast Hospital and Health Services,Australia,Electrical cardioversion; Osimertinib; QTc prolongation; Sotalol; Torsades de Pointes; Electrocardiography; Long QT Syndrome; etiology; diagnosis; Electric Countershock; adverse effects; therapy; Atrial Fibrillation,10.1016/j.jelectrocard.2025.154136
40996941,Differences in Safety Signal Detection between Osimertinib and First- and Second-Generation EGFR-TKIs: A Pharmacovigilance Study Using a Spontaneous Reporting System.,2026,Oncology,Sugimoto Tomoya; Noguchi Yoshihiro; Masuda Rikuto; Harada Tomohiko; Toyama Yukio; Saguchi Mitsuru; Yoshimura Tomoaki,Gifu Pharmaceutical University; Toyota Memorial Hospital; Kanagawa Prefectural Ashigarakami Hospital,Japan,epidermal growth factor receptor tyrosine kinase inhibitor; Osimertinib; Pharmacoepidemiology; Volcano plot; Indoles; Aniline Compounds; adverse effects; Pyrimidines; Acrylamides; ErbB Receptors; antagonists & inhibitors; Protein Kinase Inhibitors; Adverse Drug Reaction Reporting Systems; statistics & numerical data; Pharmacovigilance; Gefitinib; Afatinib; Erlotinib Hydrochloride; Antineoplastic Agents,10.1159/000548593
40974363,Recognizing and Responding to Cardiac Risk With Osimertinib.,2025,JACC. CardioOncology,Kim Eun Kyoung; Lee Se-Hoon,Samsung Medical Center; Heart Vascular Stroke Institute,South Korea,heart failure; lung cancer; pharmacotherapy; Tyrosine kinase inhibitor,10.1016/j.jaccao.2025.08.002
40938238,Risk of Heart Failure Hospitalization in Patients Treated With Osimertinib: A Population-Based Retrospective Cohort Study.,2025,JACC. CardioOncology,Tatebe Yasuhisa; Tanaka Yuta; Manabe Yohei; Okano Shinobu; Higashionna Tsukasa; Hamano Hirofumi; Murakawa Kiminaka; Zamami Yoshito,Okayama University Hospital,Japan,Adverse events; Cardiotoxicity; epidermal growth factor receptor tyrosine kinase inhibitor; heart failure; lung cancer; pharmacotherapy; propensity score matching,10.1016/j.jaccao.2025.06.011
40919674,Lazertinib: A Cardio-Safer Alternative to Osimertinib for Epidermal Growth Factor Receptor L858R/T790M Double-Mutant Tyrosine Kinase Resistant Non-Small Cell Lung Cancer.,2025,Drug development research,Gawli Chandrakant S; Nagpure Narendra R; Patil Bhatu R; Ochi Nobuaki; Takigawa Nagio; Patel Harun M,R. C. Patel Institute of Pharmaceutical Education and Research; Kawasaki Medical School,India; Japan,"CNS penetration; EGFR‐TKI; Lazertinib; Osimertinib; T790M mutation; Cardiotoxicity; non‐small cell lung cancer; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; ErbB Receptors; antagonists & inhibitors; Acrylamides; adverse effects; pharmacology; therapeutic use; Lung Neoplasms; Aniline Compounds; Protein Kinase Inhibitors; Drug Resistance, Neoplasm; drug effects; Mutation; Antineoplastic Agents; Indoles; Pyrimidines",10.1002/ddr.70153
40897431,Cardiovascular adverse events associated with epidermal growth factor receptor tyrosine kinase inhibitors in EGFR-mutated non-small cell lung cancer: systematic review and network meta-analysis.,2025,BMJ (Clinical research ed.),Ma Zidong; Cao Fei; Liao Mingjuan; Min Rui; Zheng Rui; Sun Xiaolin; Chen Xinlin; Gong Yabin; Ai Sizhi; Kang Xiaohong,The Affiliated Brain Hospital; the First Affiliated Hospital of Xinxiang Medical University; Guangzhou Medical University; Shanghai Ninth People's Hospital; Longhua Hospital; Yueyang Hospital of Integrated Traditional Chinese and Western Medicine Affiliated to Shanghai University of Traditional Chinese Medicine,China,"Antineoplastic Agents; adverse effects; Carcinoma, Non-Small-Cell Lung; drug therapy; genetics; Cardiovascular Diseases; chemically induced; epidemiology; ErbB Receptors; antagonists & inhibitors; Lung Neoplasms; Mutation; Protein Kinase Inhibitors; therapeutic use; Tyrosine Kinase Inhibitors",10.1136/bmj-2024-082834
40829739,SH3-containing guanine nucleotide exchange factor (SGEF) ameliorates pressure overload induced cardiac hypertrophy via enhancing EGFR-NRF2 mediated ferroptosis inhibition.,2025,Cellular signalling,Kong Tao; Jiang Shiyun; Yao Rui; Liu Guanghui; Li Yingying; Sun Yunlong; Gao Lu; Du Youyou,The First Affiliated Hospital of Zhengzhou University,China,"EGFR; Ferroptosis; heart failure; NRF2; Pathological cardiac hypertrophy; SGEF; Cardiomegaly; metabolism; pathology; NF-E2-Related Factor 2; Guanine Nucleotide Exchange Factors; genetics; ErbB Receptors; Myocytes, Cardiac; Mice, Inbred C57BL; Fibrosis; Oxidative Stress; Disease Models, Animal; Angiotensin II; pharmacology; Signal Transduction",10.1016/j.cellsig.2025.112071
40820655,Cardiotoxicity Assessment of EGFR Tyrosine Kinase Inhibitors Using Human iPS Cell-Derived Cardiomyocytes and FDA Adverse Events Reporting System.,2025,Clinical and translational science,Yanagida Shota; Kawagishi Hiroyuki; Saito Mitsuo; Hamano Hirofumi; Zamami Yoshito; Kanda Yasunari,National Institute of Health Sciences (NIHS); Japan Pharmaceutical Information Center (JAPIC); Okayama University Hospital,Japan,"EGFR‐tyrosine kinase inhibitor; FAERS; cardiomyocytes; Cardiotoxicity; Contractility; human iPS cell; Induced Pluripotent Stem Cells; drug effects; cytology; Protein Kinase Inhibitors; adverse effects; Myocytes, Cardiac; etiology; diagnosis; ErbB Receptors; antagonists & inhibitors; United States Food and Drug Administration; Myocardial Contraction; Antineoplastic Agents; Aniline Compounds; Acrylamides; Gefitinib; Afatinib; Tyrosine Kinase Inhibitors; Indoles; Pyrimidines",10.1111/cts.70325
40789497,Targeting PDK4 to mitigate osimertinib-induced cardiotoxicity: Insights into mitochondria-endoplasmic reticulum crosstalk and necroptosis.,2025,Free radical biology & medicine,Deng Jingwen; Wang Dan; Jiang Keyi; Lang Xueyan; Sun Yue; Li Yilan,The Second Affiliated Hospital of Harbin Medical University; Harbin Medical University,China,"Cardiotoxicity; Mitochondria-associated endoplasmic reticulum membranes; Necroptosis; Osimertinib; PDK4; Acrylamides; adverse effects; toxicity; drug effects; Myocytes, Cardiac; metabolism; pathology; Aniline Compounds; etiology; Pyruvate Dehydrogenase Acetyl-Transferring Kinase; genetics; antagonists & inhibitors; Endoplasmic Reticulum; Mitochondria; Calcium; Cell Line; Indoles; Pyrimidines",10.1016/j.freeradbiomed.2025.08.017
40769633,Osimertinib-Related Cardiotoxicity: Risk Factors and Clinical Implications.,2025,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,Matsumoto Hirotaka; Shimamura Yushi,Hyogo Prefectural Amagasaki General Medical Center,Japan,,10.1016/j.jtho.2025.03.043
40750174,Unmasking the Heart of Osimertinib: A Closer Look at Drug-Induced Cardiotoxicity.,2025,JACC. Case reports,Sabri Muhammad Salman; Javaid Aheed; Al Hennawi Hussam; Muhammadzai Hamza; Mallavarapu Vamshi,Jefferson Abington Hospital,United States,cardiomyopathy; guideline-directed medical therapy; heart failure; Osimertinib,10.1016/j.jaccas.2025.104401
40653133,Osimertinib induces prolongation of action potential duration via downregulation of KCNN1 expression: Exploring the potential mechanisms of arrhythmia.,2025,Heart rhythm,Li Xin; Lin Song; Huang Jiayi; Lin Yongping; Ruan Zhongbao,The Affiliated Taizhou People's Hospital of Nanjing Medical University,China,"Arrhythmia; Cardiotoxicity; KCNN1; Osimertinib; SK channel; Zebrafish; hiPSC-CMs; Aniline Compounds; pharmacology; Acrylamides; Myocytes, Cardiac; drug effects; metabolism; Action Potentials; Down-Regulation; Arrhythmias, Cardiac; chemically induced; physiopathology; Cells, Cultured; Induced Pluripotent Stem Cells; Disease Models, Animal; Cell Survival; Indoles; Pyrimidines",10.1016/j.hrthm.2025.07.011
40637790,Radiation-induced acute pericarditis after palliative spine radiation in a non-small cell lung cancer patient on osimertinib: a case report.,2025,Discover oncology,Decha-Umphai Chomkwan; Prachanukul Thitiwan; Phattraprayoon Nanthida; Ungtrakul Teerapat,Chulabhorn Royal Academy; Chulabhorn Hospital,Thailand,non-small cell lung cancer; Osimertinib; Palliative spinal radiation therapy; Radiation-induced acute pericarditis; Radiation-induced heart disease,10.1007/s12672-025-03176-w
40617394,"Lazertinib Versus Osimertinib in Previously Untreated EGFR-Mutant Advanced NSCLC: A Randomized, Double-Blind, Exploratory Analysis From MARIPOSA.",2025,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,Lee Se-Hoon; Lu Shun; Hayashi Hidetoshi; Felip Enriqueta; Spira Alexander I; Girard Nicolas; Kim Yu Jung; Ostapenko Yurii; Danchaivijitr Pongwut; Liu Baogang; Alip Adlinda; Korbenfeld Ernesto; Dias Josiane Mourão; Lee Ki Hyeong; Xiong Hailin; How Soon Hin; Cheng Ying; Chang Gee-Chen; Chih-Hsin Yang James; Besse Benjamin; Thomas Michael; Shah Sujay; Baig Mahadi; Curtin Joshua C; Zhang Jiarui; Xie John; Sun Tao; Sethi Seema; Wang Miao; Fennema Elizabeth; Daksh Mahesh; Ennis Mariah; Bauml Joshua M; Cho Byoung Chul,National Cancer Institute; Central British Hospital; Jilin Cancer Hospital; Medical Specialist Centre; Chungbuk National University Hospital; Barretos Cancer Hospital; Yonsei Cancer Center; Saclay University; Kindai University Faculty of Medicine; Samsung Medical Center; University of Malaya; Harbin Medical University Cancer Hospital; National Taiwan University Cancer Center; Vall d'Hebron Institute of Oncology (VHIO); Seoul National University Bundang Hospital; Shanghai Jiao Tong University; Chung Shan Medical University Hospital; Siriraj Hospital; Huizhou Municipal Central Hospital of Guangdong Province; a partnership between DKFZ and Heidelberg University Hospital,Argentina; China; Malaysia; South Korea; Brazil; France; Japan; Taiwan; Spain; Thailand; Germany,"EGFR-mutant NSCLC; First-line treatment; Lazertinib; Osimertinib; Tyrosine kinase inhibitor; Carcinoma, Non-Small-Cell Lung; drug therapy; pathology; genetics; Double-Blind Method; Aniline Compounds; therapeutic use; pharmacology; Acrylamides; Lung Neoplasms; ErbB Receptors; Mutation; Protein Kinase Inhibitors; Survival Rate; Indoles; Pyrimidines",10.1016/j.jtho.2025.06.030
40606994,Electrocardiographic changes in QTc interval and other parameters associated with osimertinib therapy.,2025,Frontiers in oncology,Pan Yilin; Peng Kexin; Jiang Yichuan; Yang Ping; Du Beibei; He Yuquan,China-Japan Union Hospital of Jilin University; Beijing Anzhen Hospital,China,QTc interval; cardio-oncology; Cardiotoxicity; electrocardiographic changes; Osimertinib,10.3389/fonc.2025.1612758
